2023-03-26 09:58:07,1dce1ddd62b4d9f7434bffa347defe0ad286bfab,"Propagate graph rewrite options from model server flags to tfrt SavedModel API.

PiperOrigin-RevId: 519535644",non-vulnerability-fixing commit
2023-03-24 02:53:06,41f443c9f138ee1c8038589fca156293f0a1ff03,"[xla:cpu:next] remove second inliner pass from HloXlaRuntimePipeline

As far as I can tell it is not serving any purpose, and it is
causing issues for the Sparse work due to the lack of a
""noinline"" attribute for MLIR functions. Get rid of it.

PiperOrigin-RevId: 519093836",non-vulnerability-fixing commit
2023-03-24 02:57:57,dad0d43036e56b0ab538cc0a46514742c6c74857,"CheckTensorStaticOrPersistentRoAllocation returns true if a tensor's allocation type is kTfLiteMmapRo or kTfLitePersistentRo.

This is used by reshape to determine if the new shape is known during delegation.

This reduces the number of partitions in delegated graphs

PiperOrigin-RevId: 519093996",non-vulnerability-fixing commit
2023-03-24 05:17:23,9615158d0edb847c5f56ed33c403a4737a36a110,"Integrate LLVM at llvm/llvm-project@c5d22f4e1866

Updates LLVM usage to match
[c5d22f4e1866](https://github.com/llvm/llvm-project/commit/c5d22f4e1866)

PiperOrigin-RevId: 519116721",non-vulnerability-fixing commit
2023-03-24 06:56:05,f9923f86e1ceb765e1533ac76049f7f1f02f3dc4,"Merge pull request #59895 from tensorflow:gaikwadrahul8-lib_interpreter

PiperOrigin-RevId: 519131540",non-vulnerability-fixing commit
2023-03-24 07:06:45,9fe34302ecf79782fe3d0ae56a1237474526ed33,"Merge pull request #60025 from XPhyro:remove-redundant-static-asserts

PiperOrigin-RevId: 519133469",non-vulnerability-fixing commit
2023-03-24 07:11:47,baf6af76241a2f98f060a6bd457bb287b9eca2fe,"Merge pull request #57019 from Intel-tensorflow:othakkar/bf16_roundop_test

PiperOrigin-RevId: 519133520",non-vulnerability-fixing commit
2023-03-24 07:49:06,ac56abf2b9ad230293e0ced5399e86c0f84681eb,"Fix model paths.

PiperOrigin-RevId: 519141160",non-vulnerability-fixing commit
2023-03-24 07:56:39,2c23114af20c30788701461bebb2d5e9fd3e1610,"1. Cap ASBS's num_batch_threads parameter to be no larger than the actual
   number of batch threads we have.  We are creating our own threadpool and
   passing it to ASBS; you'd think that ASBS would then ignore the
   num_batch_threads option, but in fact it still uses it as an indication of the
   max number of in-flight requests that are allowed.  We also need to cap the
   other in-flight parameters to be also no larger than num_batch_threads.

2. Set lower defaults for these ASBS options -- models can always override them
   but I think the current defaults are just too high.

The current settings are:
- actual threadpool size: 64 (or 4 in the second experiment)
- max in-flight batches: 64
- min in-flight batches: 16
- initial in-flight batches: 16

This is a lot more in-filght batches than we were getting with SBS where we had
2-8 batch threads, and cutting the actual threadpool size to 4 failed to adjust
things as we expected because of issue #1.

Proposed defaults are
- max in-flight batches: 64 (no change)
- min in-flight batches: 1
- initial in-flight batches: 2

PiperOrigin-RevId: 519142730",non-vulnerability-fixing commit
2023-03-24 08:02:09,96fec5595f49faeb85b4b497c286c783c7d2b27a,"Optimize and simplify float8 routines

We would always round the result by kDigitShift digits but this rounded result might not be used if the result was subnormal.

Instead, let's handle subnormal -> normal and normal -> subnormal first.

Finally, let's also optimize sign handling and simplify management of formats which don't support negative 0 or can't flip the sign bit for NaN.

PiperOrigin-RevId: 519143662",non-vulnerability-fixing commit
2023-03-24 08:18:28,c81583ae645cbd6bbb62ffb5a01af5a40ff4158a,"Automated visibility attribute cleanup.

PiperOrigin-RevId: 519147425",non-vulnerability-fixing commit
2023-03-24 08:44:35,0595e773e2a2a6fb25694f026ba8d51e74cd5a42,"Merge release notes for the latest TF 2.12 final releases.

PiperOrigin-RevId: 519152824",non-vulnerability-fixing commit
2023-03-24 08:49:08,e5eadb92104a932dea4b8ff77143a6e999eb5bdc,"Add write_fingerprint error handling, unit test, __str__ and __repr__ methods to Fingerprint class.

PiperOrigin-RevId: 519153300",non-vulnerability-fixing commit
2023-03-24 08:53:56,7e23eb87d0e02b66ebdb759230f72bd0d1fee6f0,"[tf:aot] add matmul microbenchmarks

These can be used to benchmark the AOT compiler, i.e. XLA.

PiperOrigin-RevId: 519153414",non-vulnerability-fixing commit
2023-03-24 09:00:46,99c036812fdf9bd5786cf5acaed427a925e95245,"Move usages of `python/util:util` to the newly split up targets.

PiperOrigin-RevId: 519156187",non-vulnerability-fixing commit
2023-03-24 09:05:50,15b54e90a10d87a5e401efd72d2aacb1d37cc32d,"[NFC] Extract code to replace async pairs with sync variants into a helper
- This helper is intended to be used in other passes that do similar things

PiperOrigin-RevId: 519156332",non-vulnerability-fixing commit
2023-03-24 09:09:34,d906a62dfb6daf3b5842101e061786d93b56b5c6,"[XLA/GPU] Stop dumping ""noconst"" variants of LLVM IR
- This was added as a readability tool when XLA/GPU used to generate
  initializers for large constants in LLVM IR.
- However, XLA/GPU has for a while changed how large constants are handled.
  They are zero initialized in LLVM IR and then initialized at runtime with
  their true value. So LLVM IR generated should not have large constants
  with non-zero initializers that bloats the generated .ll files.

PiperOrigin-RevId: 519156524",non-vulnerability-fixing commit
2023-03-24 09:36:23,c4974222ae2e35809f805373bd067b0d0d1b2d95,"Add tf-xla-call-module-op-to-stablehlo-pass which replaces the tf.XlaCallModuleOp with a function call, the callee is the entry function in the stablehlo module. This passes also adds all functions in the stablehlo module to the parent module.

PiperOrigin-RevId: 519164560",non-vulnerability-fixing commit
2023-03-24 09:51:50,5cc95b9771811593f9850c7f5ae81d8fe2aee8ae,"Integrate LLVM at llvm/llvm-project@c640a146c4ca

Updates LLVM usage to match
[c640a146c4ca](https://github.com/llvm/llvm-project/commit/c640a146c4ca)

PiperOrigin-RevId: 519167812",non-vulnerability-fixing commit
2023-03-24 10:08:14,6073faead9acd26646cfb1121443ebb147bd3b15,"After the SPMD bug fix, always take the _rewriting_take route for getitem instead of bouncing to host.

PiperOrigin-RevId: 519170785",non-vulnerability-fixing commit
2023-03-24 10:12:41,bc0daf17b5019b368bb3d9a83ae462c8572bb6cc,"Remove add_to_graph in EagerDefinedFunction

PiperOrigin-RevId: 519170992",non-vulnerability-fixing commit
2023-03-24 10:16:04,d191eb3e92f7c982eda5d7f9af7354b7e63868fa,"Assume zeros shapes for statically proven to be zero gradients

PiperOrigin-RevId: 519171208",non-vulnerability-fixing commit
2023-03-24 10:25:32,94290627f1d0f572c7359d61e1b4c7568834c41a,"Add DeviceAttributes() to PjRtDeviceTopology.

This function should return the per-device attributes for each device in the
topology. This should be all that is necessary to construct compile-only
devices for a topology. These should match the per-device attributes of the
devices with attached hardware.

PiperOrigin-RevId: 519176831",non-vulnerability-fixing commit
2023-03-24 10:31:34,228bbe126b0b958cfbc1d34bfd3d726473d9ef7c,"Remove the temporary re-exports from tensor_conversion now that the usages of these symbols have been migrated to use tensor_conversion directly.

PiperOrigin-RevId: 519178157",non-vulnerability-fixing commit
2023-03-24 10:35:43,37013df6570153560eeeaa5fa643b513ac79b6d2,"Rename GetDelegateKernelRegistrationImpl as CreateDelegateKernelRegistrationImpl,
since it creates a new object, and transfers ownership of that object to the caller,
rather than returning an existing object.

PiperOrigin-RevId: 519178538",non-vulnerability-fixing commit
